"VideoAnalysis: Time (s)","VideoAnalysis: X (cm)","VideoAnalysis: Y (cm)","VideoAnalysis: X Velocity (cm/s)","VideoAnalysis: Y Velocity (cm/s)"
0.0388473121292,0.189516222304,25.4508388675,18.6422974194,-6.76291913254
0.0451130076339,0.294047591557,25.4168449263,22.1443215607,-9.29006565519
0.0513787031386,0.435972296152,25.3454576497,27.2965733233,-12.4377429751
0.0576443986433,0.611890941968,25.3101889357,35.1012457372,-21.6827852968
0.063910094148,0.91443701883,25.0611833163,38.0739160412,-29.6004869999
0.0701757896527,1.12434960587,24.8869643675,36.0412726584,-30.1486790521
0.0764414851574,1.31004150978,24.7080712518,40.9750011287,-33.7882221619
0.0827071806621,1.64785630066,24.4611902537,45.1476657188,-37.1093994406
0.0889728761668,1.89728684437,24.2699743343,46.9636696307,-43.9231817533
0.0952385716716,2.19430890578,23.8943412839,53.7812195863,-48.3916063166
0.101504267176,2.60308604896,23.6113417232,56.5805783136,-45.8484473113
0.107769962681,2.9205044751,23.3712595133,57.6901491685,-50.213261693
0.114035658186,3.27106699394,22.9901024474,65.1839910374,-55.5275221033
0.12030135369,3.753356035,22.6667350815,70.4907161617,-59.7453984091
0.126567049195,4.22119765105,22.2175901332,67.2430079209,-60.4442961801
0.1328327447,4.54753948677,21.8912482974,70.2684252264,-58.2383412207
0.139098440205,5.07104618156,21.5275131264,77.7698023812,-61.8552784727
0.145364135709,5.54058749467,21.1042885582,83.8149855278,-64.3852507276
0.151629831214,6.11083585864,20.751601418,91.3389685405,-71.6341958033
0.157895526719,6.68915778366,20.1949506305,97.2089562889,-77.2668220446
0.164161222223,7.34396607642,19.7666269712,100.724167181,-80.0172014133
0.170426917728,7.99452512652,19.1997780013,97.9474143112,-83.4589432671
0.176692613233,8.53800326178,18.6771211551,99.7539991157,-80.8253608305
0.182958308737,9.23062981415,18.2351999192,104.030273888,-84.696613983
0.189224004242,9.83359734655,17.6109861735,109.709995666,-87.8746208288
0.195489699747,10.5963364027,17.1117001619,116.825189416,-88.760016927
0.201755395252,11.3437781853,16.5214803574,117.512784258,-92.7518346545
0.208021090756,12.0325804192,15.9567560089,123.141642857,-98.1414479242
0.214286786261,12.8922022079,15.2968486249,128.276940226,-104.531370403
0.220552481766,13.6353947478,14.6505388175,133.935939968,-111.002297205
0.22681817727,14.5570554791,13.8788763518,140.785514889,-113.748908931
0.233083872775,15.4659684825,13.2168443465,138.342198422,-114.681400566
0.23934956828,16.2711999652,12.464728397,138.702008326,-118.134445349
0.245615263785,17.1767135744,11.6985899468,143.019727171,-116.840259988
0.251880959289,18.0461086211,11.0119123341,150.279975175,-117.194418427
0.258146654794,19.0578532967,10.2687197942,157.777584687,-122.911816636
0.264412350299,20.067473351,9.44351687104,159.505048989,-125.995632407
0.270678045803,21.0447991611,8.71434683187,162.394831148,-132.379903421
0.276943741308,22.0637675491,7.80840829834,170.063868415,-141.032295504
0.283209436813,23.2199864749,6.8782490817,172.477043738,-140.180808192
0.289475132317,24.2236575894,6.03902365782,175.357406789,-137.786471084
0.295740827822,25.373077727,5.19512406702,184.780281859,-140.037637759
0.302006523327,26.5484182447,4.30575757984,194.029845352,-143.888168875
0.308272218832,27.7675259617,3.29061351014,209.123023093,-132.374251957
0.314537914336,29.1782745223,2.58311460849,223.376016451,-109.299322582
0.320803609841,30.5724510366,1.93043093706,236.875481216,-84.5006965485
0.327069305346,32.1276738475,1.47788659456,250.909951282,-51.5187499824
0.33333500085,33.7768049209,1.26627431046,255.037404156,-14.6203385481
0.339600696355,35.4068144024,1.26542446193,246.580929508,26.3264052583
0.34586639186,36.8392341006,1.60026478295,239.403569649,65.3384643992
