"VideoAnalysis: Time (s)","VideoAnalysis: X (cm)","VideoAnalysis: Y (cm)","VideoAnalysis: X Velocity (cm/s)","VideoAnalysis: Y Velocity (cm/s)"
0.076416261685,-19.5028094455,42.3419482652,0,0
0.0814271640906,-19.5028094455,42.3419482652,0,0
0.0864380664962,-19.5028094455,42.3419482652,0,0
0.0914489689017,-19.5028094455,42.3419482652,0,0
0.0964598713073,-19.5028094455,42.3419482652,1.37933333332,-1.08143738656
0.101470773713,-19.5028094455,42.3419482652,5.58492316993,-4.22561645488
0.106481676118,-19.5028094455,42.3419482652,18.6047283724,-14.6970344826
0.111492578524,-19.2539880757,42.1468650859,21.6738076223,-17.6259274045
0.11650348093,-19.241795377,42.1649283432,17.3881113126,-19.6661391407
0.121514383335,-19.1690907662,41.9775220483,26.7430453718,-25.6040314577
0.126525285741,-18.9433000495,41.8488213398,31.0562782816,-21.4309848757
0.131536188146,-18.8087287823,41.7977926378,27.5416067752,-22.8253381728
0.136547090552,-18.7008008197,41.6153537387,28.9860266179,-23.7090127039
0.141557992957,-18.5179103391,41.5471649422,30.7583823348,-23.3935934662
0.146568895363,-18.4095307951,41.4396885611,36.0128663033,-32.4406182694
0.151579797769,-18.1589030995,41.1836418883,41.2448203262,-34.5083666058
0.156590700174,-17.965626246,41.0522316911,41.6879092554,-30.4930296427
0.16160160258,-17.7488671579,40.9068224695,43.7080943734,-30.5606194794
0.166612504985,-17.5628156073,40.7984429255,50.9527235324,-38.9267392615
0.171623407391,-17.2281937651,40.4615631761,56.3448905015,-39.7052740467
0.176634309796,-16.9423427177,40.3771174481,52.2419370835,-37.3446364182
0.181645212202,-16.7233257225,40.1942269675,51.0228166963,-51.4208457344
0.186656114608,-16.4623116539,39.8194143777,55.2584464604,-58.1097362365
0.191667017013,-16.1701384665,39.5132421658,60.9259794306,-49.6309667266
0.196677919419,-15.8531283001,39.3867993644,67.2068275854,-50.6398076219
0.201688821824,-15.5063137592,39.0788208268,74.2862371437,-63.0362843308
0.20669972423,-15.0854398632,38.6638174894,76.9723073191,-61.8572171802
0.211710626636,-14.7047567148,38.4357688655,74.7393393821,-56.8831058675
0.216721529041,-14.3669738026,38.1873990771,77.8234385956,-65.817480943
0.221732431447,-13.9573894424,37.740333458,86.4774410154,-69.8828844517
0.226743333852,-13.4836805187,37.4287422689,92.1349606765,-65.3618753774
0.231754236258,-12.9991336405,37.1699861075,91.8295547479,-73.8882081056
0.236765138663,-12.5520680214,36.6827297408,89.5390102833,-81.3205868109
0.241776041069,-12.1533216156,36.2921118008,96.0777011483,-78.5994700536
0.246786943475,-11.5983280339,35.917299211,104.238548093,-78.8247695091
0.25179784588,-11.0735904082,35.5059085251,106.544112521,-79.600800967
0.256808748286,-10.5122746864,35.1310959353,106.01090381,-82.7549933445
0.261819650691,-10.0322436226,34.6813208276,108.727013913,-86.7427937074
0.266830553097,-9.47002473789,34.2315457198,119.023199031,-86.6026073795
